Row,Alanine and aspartate metabolism,Aminobenzoate degradation,Aminophosphonate metabolism,Aminosugar metabolism,Arginine and proline metabolism,Ascorbate and aldarate metabolism,Atrazine degradation,Benzoate degradation,Beta-alanine metabolism,Bile acid metabolism,Bile acid synthesis,Biosynthesis of siderophore group nonribosomal peptides,Biotin metabolism,Butanoate metabolism,C5-branched dibasic acid metabolism,Caffeine metabolism,Carbon fixation in photosynthetic organisms,Carbon fixation pathways in prokaryotes,Cell wall biosynthesis,Chloroalkane and chloroalkene degradation,Cholesterol metabolism,Chondroitin sulfate degradation,Citric acid cycle,CoA catabolism,CoA synthesis,Cyanoamino acid metabolism,D-Arginine and D-ornithine metabolism,Drug metabolism,Exchange/demand reaction,Fatty acid oxidation,Fatty acid synthesis,Folate metabolism,Fructose and mannose metabolism,Galactose metabolism,Glutamate metabolism,Glutathione metabolism,Glycerophospholipid metabolism,"Glycine, serine and threonine metabolism","Glycine, serine, alanine, and threonine metabolism",Glycolysis/gluconeogenesis,Glyoxylate and dicarboxylate metabolism,Heme synthesis,Heparan sulfate degradation,Histidine metabolism,Histone phosphorylation,Hyaluronan metabolism,Inositol phosphate metabolism,Isoquinoline alkaloid biosynthesis,Lipopolysaccharide biosynthesis,Lysine metabolism,Methane metabolism,Methionine and cysteine metabolism,Miscellaneous,N-glycan degradation,N-glycan metabolism,NAD metabolism,"Neomycin, kanamycin and gentamicin biosynthesis",Nitrogen metabolism,Nucleotide interconversion,Nucleotide salvage pathway,Nucleotide sugar metabolism,O-glycan degradation,Others,Oxalate metabolism,Oxidative phosphorylation,Pentose and glucuronate interconversions,Pentose phosphate pathway,Peptide metabolism,Phenylalanine metabolism,Phenylpropanoid biosynthesis,Phosphonate and phosphinate metabolism,Plant polysaccharide degradation,Polycyclic aromatic hydrocarbon degradation,Porphyrin and chlorophyll metabolism,Primary amine metabolism,Propanoate metabolism,Purine catabolism,Purine synthesis,Pyrimidine catabolism,Pyrimidine synthesis,Pyruvate metabolism,R group synthesis,ROS detoxification,Respiration,Retinol metabolism,Sphingolipid metabolism,Squalene and cholesterol synthesis,Starch and sucrose metabolism,Steroid metabolism,Stickland reaction,Sulfur metabolism,Taurine and hypotaurine metabolism,Terpenoid backbone biosynthesis,Tetrahydrobiopterin metabolism,Thiamine metabolism,Toluene degradation,"Transport, extracellular","Transport, periplasmatic","Tropane, piperidine and pyridine alkaloid biosynthesis",Tryptophan metabolism,Tyrosine metabolism,Ubiquinone and other terpenoid-quinone biosynthesis,Unassigned,Urea cycle,Valerate metabolism,"Valine, leucine, and isoleucine metabolism",Vitamin B12 metabolism,Vitamin B2 metabolism,Vitamin B6 metabolism,Vitamin C metabolism,Wood-Ljungdahl Pathway,Xenobiotics metabolism,Zeatin biosynthesis,tRNA Charging
Streptococcus_agalactiae_GB00202.mat,3,0,0,2,10,2,0,9,2,9,0,1,3,4,0,0,0,1,2,0,0,0,2,2,0,0,0,3,48,6,27,2,7,6,1,0,16,0,7,2,4,1,0,2,3,0,2,0,11,7,1,6,2,1,0,1,0,0,5,0,1,0,1,1,0,10,7,0,5,0,0,1,0,0,0,6,3,0,0,0,2,0,0,2,1,0,0,6,1,0,4,3,6,0,3,0,65,26,0,2,1,5,0,0,0,8,0,1,9,0,0,1,1,0
Streptococcus_agalactiae_GB00206.mat,2,0,0,2,10,2,0,9,2,5,0,1,3,2,0,0,0,1,2,0,0,0,2,2,0,0,0,1,46,7,26,2,8,7,1,0,19,0,7,4,3,1,0,2,2,0,2,0,9,10,1,6,3,1,0,0,0,0,5,0,1,0,1,0,1,11,7,0,5,0,0,1,0,0,0,6,3,0,0,0,2,0,0,0,1,0,0,4,1,0,3,3,6,0,3,0,62,24,0,2,1,2,0,0,0,9,0,1,9,0,0,1,1,0
Streptococcus_agalactiae_GB00219.mat,2,0,0,2,12,1,0,9,1,9,0,1,3,2,0,0,0,1,2,0,0,0,2,2,0,0,0,2,45,5,28,2,9,7,1,0,20,0,7,1,3,1,0,2,2,0,2,0,11,7,1,7,2,1,0,0,0,0,6,0,1,0,1,1,0,10,6,0,5,0,0,3,0,0,0,4,2,1,0,0,1,0,0,3,1,0,0,6,1,0,5,3,6,0,5,0,62,20,0,3,1,5,0,0,0,11,0,1,8,0,1,1,1,0
Streptococcus_agalactiae_GB00226.mat,3,0,0,2,10,1,0,9,1,8,0,1,3,2,0,0,0,1,2,0,0,0,2,2,0,0,0,2,44,6,28,3,9,6,0,0,15,0,6,2,3,1,0,2,2,0,2,0,9,10,2,6,2,1,0,2,0,0,6,0,0,0,2,0,0,10,7,0,4,0,0,1,0,0,0,4,2,0,0,0,1,0,0,1,1,0,0,7,1,0,3,3,6,0,4,0,65,20,0,2,2,2,0,1,0,12,0,1,7,0,1,1,1,0
Streptococcus_agalactiae_GB00241.mat,3,0,0,2,11,1,0,4,1,9,0,1,3,2,0,0,1,1,2,0,0,0,3,2,0,0,0,3,41,5,28,2,8,8,0,0,18,0,6,2,4,1,0,2,3,0,2,0,9,9,2,5,2,1,0,4,0,0,5,0,1,0,1,1,0,9,6,0,5,0,0,1,0,0,0,6,2,0,0,0,2,0,0,1,1,0,0,5,1,0,4,3,6,0,3,0,56,26,0,4,1,2,0,0,0,9,0,1,7,0,1,1,1,0
Streptococcus_agalactiae_GB00245.mat,3,0,0,2,10,1,0,9,2,5,0,1,3,2,0,0,0,1,2,0,1,0,3,2,0,0,0,3,43,7,22,3,8,7,1,0,18,0,5,1,3,1,0,2,2,0,2,0,9,10,1,6,2,1,0,1,0,0,5,0,1,0,2,1,0,10,7,0,6,0,0,1,0,0,0,4,3,1,0,0,3,0,0,1,1,0,0,6,1,0,4,3,7,0,5,0,61,22,0,2,1,2,0,0,0,12,0,1,6,0,0,1,1,0
Streptococcus_agalactiae_GB00247.mat,2,0,0,2,11,1,0,9,1,9,0,1,3,2,0,0,0,1,2,0,1,0,2,2,1,0,0,3,43,6,27,3,8,6,1,0,19,0,6,2,4,1,0,2,3,0,2,0,11,10,1,5,2,1,0,1,0,0,5,0,0,0,1,1,0,13,8,0,5,0,0,2,0,0,0,2,3,1,0,0,2,0,0,2,1,0,0,7,1,0,4,3,6,0,4,0,64,28,0,2,1,5,0,0,0,13,0,1,7,0,0,1,1,0
Streptococcus_agalactiae_GB00264.mat,3,0,0,2,10,1,0,9,2,9,0,1,3,2,0,0,0,1,2,0,0,0,2,2,0,0,0,3,46,5,29,2,9,6,0,0,15,0,7,1,3,1,0,2,3,0,2,0,9,7,2,7,2,1,0,2,0,0,7,0,0,0,0,0,0,12,6,0,5,0,0,2,0,0,0,5,3,0,0,0,2,0,0,1,1,0,0,5,1,0,4,2,8,0,3,0,64,20,0,2,2,5,0,0,0,11,0,1,8,0,0,1,1,0
Streptococcus_agalactiae_GB00279.mat,3,0,0,2,11,1,0,9,1,9,0,1,3,2,0,0,0,1,2,0,0,0,1,2,0,0,0,4,47,6,26,3,8,9,1,0,17,0,5,3,5,1,0,2,4,2,2,0,10,10,2,5,2,1,0,0,0,0,5,0,1,0,0,1,0,12,6,0,6,0,0,1,0,0,0,4,3,0,0,0,2,0,0,2,1,0,0,7,1,0,4,3,6,1,4,0,64,28,0,2,2,2,0,0,0,11,0,1,6,0,1,1,1,0
Streptococcus_agalactiae_GB00300.mat,2,0,0,2,11,2,0,9,1,8,0,1,3,1,0,0,0,1,2,0,0,0,2,2,0,0,0,2,38,5,27,2,7,7,1,0,17,0,6,2,3,1,0,2,3,0,2,0,10,7,2,6,2,1,0,1,0,0,4,0,1,0,1,1,0,12,7,0,4,0,0,2,0,0,0,4,2,0,0,0,2,0,0,1,1,0,0,5,1,0,4,3,6,0,4,0,61,24,0,2,2,5,0,0,0,13,0,1,9,0,1,1,1,0
Streptococcus_agalactiae_GB00535.mat,3,0,0,2,11,2,0,10,3,4,0,1,3,4,0,0,0,1,2,0,0,0,2,2,0,0,0,2,44,6,25,3,8,7,0,0,16,0,7,3,4,1,0,2,3,0,2,0,9,7,2,6,2,1,0,1,0,0,5,0,1,0,2,3,1,11,7,0,4,0,0,2,0,0,0,5,2,1,0,0,3,0,0,2,1,0,0,4,1,0,4,3,6,0,4,0,62,30,0,2,2,5,0,0,0,9,0,1,7,0,0,1,1,0
Streptococcus_agalactiae_GB00543.mat,3,0,0,2,11,1,0,10,1,8,0,1,3,2,0,0,0,1,3,0,0,0,1,2,0,0,0,3,44,6,27,3,7,6,0,0,15,0,6,2,4,1,0,2,3,0,2,0,9,10,1,5,2,1,0,1,0,0,5,0,1,0,1,1,0,8,8,0,4,0,0,1,0,0,0,4,2,0,0,0,1,0,0,2,1,0,0,5,1,0,3,3,7,1,4,0,67,26,0,2,2,2,0,0,0,11,0,1,7,0,1,1,1,0
Streptococcus_agalactiae_GB00548.mat,2,0,0,2,9,1,0,9,3,9,0,1,3,4,0,0,0,1,2,0,0,0,2,2,0,0,0,3,47,5,26,2,8,7,2,0,21,0,6,2,4,1,0,2,3,0,2,0,9,10,1,5,2,1,0,3,0,0,5,0,0,0,0,1,1,10,8,0,4,0,0,1,0,0,0,6,3,0,0,0,2,0,0,1,1,0,0,6,1,0,5,3,6,0,3,0,68,24,0,3,2,5,0,0,0,10,0,1,6,0,1,1,1,0
Streptococcus_agalactiae_GB00555.mat,3,0,0,2,12,1,0,10,1,5,0,1,3,2,0,0,0,1,2,0,0,0,3,2,0,0,0,2,46,6,29,3,9,7,1,0,17,0,7,2,4,1,0,2,3,0,2,0,9,7,2,6,2,1,0,1,0,0,5,0,1,0,2,1,0,10,7,0,3,0,0,3,0,0,0,6,2,1,0,0,3,0,0,1,1,0,0,5,1,0,4,3,6,0,4,0,59,24,0,2,2,5,0,0,0,9,0,1,7,0,0,1,1,0
Streptococcus_agalactiae_GB00557.mat,3,0,0,2,9,1,0,4,2,9,0,1,3,3,0,0,0,1,2,0,0,0,1,2,1,0,0,2,45,6,29,2,8,8,0,0,16,0,6,2,3,1,0,2,2,0,2,0,9,10,1,5,2,1,0,3,0,0,6,0,2,0,2,0,0,8,8,0,8,0,0,1,0,0,0,6,2,0,0,0,2,0,0,2,1,0,0,7,1,0,3,2,6,0,3,0,65,18,0,2,1,2,0,0,0,12,0,1,8,0,0,1,1,0
Streptococcus_agalactiae_GB00561.mat,2,0,0,2,11,2,0,9,1,9,0,1,3,1,0,0,0,1,3,0,0,0,2,2,0,0,0,3,45,7,26,2,8,8,1,0,19,0,7,2,4,1,0,2,3,0,2,0,9,10,2,5,2,1,0,1,0,0,7,0,1,0,1,1,0,11,7,0,5,0,0,1,0,0,0,3,3,0,2,0,2,0,0,1,1,0,0,5,1,0,5,2,6,0,3,0,65,20,0,3,0,2,0,0,0,11,0,1,7,0,1,1,1,0
Streptococcus_agalactiae_GB00588.mat,2,0,0,2,10,2,0,9,2,9,0,1,3,2,0,0,0,1,2,0,0,0,3,2,0,0,0,2,45,6,29,2,9,7,1,0,21,0,6,1,3,1,0,2,2,0,2,0,9,10,1,7,2,1,0,1,0,0,6,0,1,0,2,0,0,10,7,0,5,0,0,2,0,0,0,4,4,0,0,0,1,0,0,1,1,0,0,5,1,0,3,3,6,0,3,0,62,20,0,2,1,2,0,0,0,11,0,1,8,0,1,1,1,0
Streptococcus_agalactiae_GB00601.mat,3,0,0,2,11,1,0,9,1,8,1,1,3,2,0,0,0,1,2,0,1,0,3,2,0,0,0,3,43,6,27,3,9,6,1,0,17,0,5,2,4,1,0,2,2,0,2,0,9,10,1,5,2,1,0,1,0,0,5,0,1,0,1,1,0,12,7,0,5,0,0,2,0,0,0,6,2,0,2,0,2,0,0,1,1,0,0,7,1,0,2,3,6,0,4,0,65,28,0,2,0,4,0,0,0,10,0,1,7,0,1,1,1,0
Streptococcus_agalactiae_GB00614.mat,2,0,0,2,11,2,0,4,1,9,0,1,3,3,0,0,0,1,2,0,0,0,2,2,0,0,0,3,41,5,27,3,8,8,1,0,16,0,5,2,3,1,0,2,3,0,2,0,10,9,1,5,2,1,0,1,0,0,4,0,1,0,1,1,1,11,7,0,5,0,0,1,0,0,0,5,3,1,0,0,1,0,0,1,1,0,0,7,1,0,4,3,6,0,5,0,62,28,0,2,1,2,0,0,0,12,0,1,7,0,1,1,1,0
Streptococcus_agalactiae_GB00640.mat,2,0,0,2,11,1,0,9,1,8,1,1,3,3,0,0,0,1,3,0,0,0,2,2,0,0,0,4,44,7,27,2,8,7,1,0,18,0,5,2,3,1,0,2,3,0,2,0,10,10,1,5,2,1,0,0,0,0,5,0,1,0,2,1,0,12,6,0,6,0,0,2,0,0,0,6,2,0,0,0,2,0,0,3,1,0,0,5,1,0,4,3,6,0,4,0,67,30,0,2,1,5,0,0,0,9,0,1,7,0,1,1,1,0
Streptococcus_agalactiae_GB00651.mat,2,0,0,2,12,2,0,9,1,9,0,1,3,3,0,0,0,1,2,0,0,0,2,2,1,0,0,3,46,7,28,2,9,6,1,0,19,0,7,3,4,1,0,2,2,0,2,0,9,7,1,6,2,1,0,1,0,0,5,0,1,0,1,1,0,11,8,0,5,0,0,2,0,0,0,7,3,1,0,0,2,0,0,1,1,0,0,7,1,0,5,3,6,0,4,0,64,24,0,2,1,5,0,0,0,9,0,1,7,0,1,1,1,0
Streptococcus_agalactiae_GB00653.mat,2,0,0,2,11,1,0,9,1,9,0,1,3,3,0,0,0,1,2,0,0,0,3,2,0,0,0,2,45,6,25,2,9,6,1,0,18,0,6,3,3,1,0,2,3,0,2,0,9,7,1,5,2,1,0,2,0,0,5,0,1,0,1,1,0,11,7,0,4,0,0,2,0,0,0,5,3,0,2,0,1,0,0,2,1,0,0,6,1,0,4,3,6,0,4,0,64,22,0,2,2,5,0,0,0,8,0,1,7,0,1,1,1,0
Streptococcus_agalactiae_GB00654.mat,2,0,0,2,9,1,0,4,1,5,0,1,3,2,0,0,0,1,2,0,0,0,2,2,0,0,0,3,51,8,25,2,8,10,1,0,18,0,6,2,4,1,0,2,2,0,2,0,9,10,1,5,2,1,0,1,0,0,7,0,2,0,2,0,1,10,8,0,4,0,0,1,0,0,0,4,2,0,0,0,1,0,0,1,1,0,0,7,1,0,3,2,7,0,3,0,68,25,0,2,2,2,0,0,0,14,0,1,8,0,1,1,1,0
Streptococcus_agalactiae_GB00663.mat,3,0,0,2,12,2,0,9,1,8,1,1,3,4,0,0,0,1,3,0,0,0,1,2,0,0,0,3,49,5,28,2,7,7,0,0,18,0,6,3,3,1,0,2,3,0,2,0,11,10,1,5,2,1,0,0,0,0,4,0,1,0,0,1,0,9,8,0,5,0,0,1,0,0,0,6,3,0,0,0,1,0,0,1,1,0,0,5,1,0,6,2,7,1,4,0,66,28,0,2,2,2,0,0,0,9,0,1,8,0,1,1,1,0
Streptococcus_agalactiae_GB00679.mat,3,0,0,2,11,2,0,10,2,8,0,1,3,2,0,0,0,1,2,0,0,0,1,2,1,0,0,2,47,7,25,2,9,7,0,0,17,0,5,2,3,1,0,2,2,0,2,0,11,10,1,5,2,1,0,1,0,0,6,0,0,0,2,1,0,12,6,0,4,0,0,2,0,0,0,5,2,0,0,0,3,0,0,0,1,0,0,6,1,0,4,3,6,0,4,0,70,22,0,2,2,1,0,0,0,11,0,1,8,0,0,1,1,0
Streptococcus_agalactiae_GB00864.mat,2,0,0,2,9,1,0,9,1,9,0,1,3,1,0,0,0,1,2,0,1,0,4,2,0,0,0,1,45,7,28,2,8,6,1,0,17,0,7,1,4,1,0,2,3,0,2,0,9,7,1,5,2,1,0,1,0,0,6,0,1,0,2,0,1,11,7,0,8,0,0,2,0,0,0,4,3,0,0,0,3,0,0,0,1,0,0,7,1,0,3,2,7,0,3,0,64,27,0,2,2,5,0,0,0,12,0,1,9,0,0,1,1,0
Streptococcus_agalactiae_GB00865.mat,4,0,0,2,10,2,0,9,2,5,0,1,3,1,0,0,0,1,3,0,0,0,2,2,0,0,0,3,47,6,30,3,7,6,0,0,15,0,5,3,3,2,0,2,3,0,2,0,9,9,1,6,2,1,0,2,0,2,6,0,1,0,1,1,0,10,8,0,4,0,0,1,0,0,0,5,1,0,2,1,2,0,0,0,1,0,0,6,1,0,4,3,7,0,3,0,66,33,0,2,1,2,0,0,0,9,22,0,9,0,1,1,0,0
Streptococcus_agalactiae_GB00867.mat,3,0,0,2,10,1,0,9,2,9,0,1,3,2,0,0,0,1,2,0,1,0,2,2,0,0,0,2,41,5,29,3,7,7,1,0,15,0,6,4,4,1,0,2,3,0,2,0,9,10,1,5,2,1,0,1,0,0,5,0,1,0,0,1,0,10,8,0,5,0,0,1,0,0,0,5,3,0,0,0,2,0,0,1,1,0,0,7,1,0,4,3,6,0,3,0,62,16,0,3,1,2,0,0,0,9,0,1,6,0,1,1,1,0
Streptococcus_agalactiae_GB00874.mat,2,0,0,2,10,1,0,4,2,9,0,1,3,4,0,0,0,1,2,0,0,0,2,2,0,0,0,3,43,6,25,3,8,9,2,0,17,0,6,1,4,1,0,2,2,0,2,0,9,11,2,5,2,1,0,0,0,0,5,0,1,0,1,1,1,9,6,0,6,0,0,2,0,0,0,6,3,0,0,0,1,0,0,2,1,0,0,4,1,0,4,3,7,1,3,0,58,24,0,2,2,2,0,0,0,10,0,1,6,0,1,1,1,0
Streptococcus_agalactiae_GB00884.mat,3,0,0,2,11,2,0,9,1,9,0,1,3,2,0,0,0,1,3,0,0,0,1,2,0,0,0,2,43,5,28,3,8,7,0,0,18,0,6,1,4,1,0,2,3,0,2,0,9,10,1,5,2,1,0,1,0,0,5,0,1,0,0,1,1,9,8,0,6,0,0,1,0,0,0,3,3,0,0,0,1,0,0,1,1,0,0,6,1,0,4,3,7,1,4,0,65,20,0,3,1,2,0,0,0,12,0,1,8,0,1,1,1,0
Streptococcus_agalactiae_GB00887.mat,3,0,0,2,11,1,0,9,1,9,0,1,3,3,0,0,0,1,2,0,1,0,2,2,0,0,0,3,45,6,27,2,8,7,0,0,17,0,6,2,5,1,0,2,2,0,2,0,9,10,1,5,2,1,0,1,0,0,5,0,1,0,1,1,0,9,6,0,4,0,0,0,0,0,0,6,3,0,0,0,2,0,0,1,1,0,0,7,1,0,2,3,6,0,4,0,62,26,0,2,3,2,0,0,0,8,0,1,8,0,1,1,1,0
Streptococcus_agalactiae_GB00888.mat,3,0,0,2,10,1,0,4,2,8,0,1,3,2,0,0,0,1,3,0,0,0,2,2,0,0,0,3,41,6,26,3,8,7,0,0,17,0,6,3,5,1,0,2,2,0,2,0,9,9,1,5,3,1,0,2,0,0,5,0,1,0,1,1,0,7,8,0,3,0,0,1,0,0,0,4,3,0,0,0,1,0,0,2,1,0,0,6,1,0,4,3,7,0,4,0,65,26,0,2,2,2,0,0,0,12,0,1,8,0,1,1,1,0
Streptococcus_agalactiae_GB00891.mat,2,0,0,2,9,2,0,4,2,9,0,1,3,2,0,0,0,1,2,0,0,0,2,2,0,0,0,3,48,6,30,2,8,8,1,0,21,0,5,1,3,1,0,2,3,0,2,0,9,10,2,6,2,1,0,1,0,0,5,0,0,0,0,0,0,8,7,0,4,0,0,1,0,0,0,4,3,0,0,0,2,0,0,2,1,0,0,5,1,0,2,2,7,0,4,0,65,28,0,2,2,3,0,0,0,11,0,1,7,0,0,1,1,0
Streptococcus_agalactiae_GB00893.mat,2,0,0,2,10,1,0,9,3,8,1,1,3,2,0,0,0,1,2,0,0,0,1,2,0,0,0,2,49,6,26,2,9,6,1,0,17,0,7,1,5,1,0,2,3,0,2,0,9,7,2,6,2,1,0,1,0,0,6,0,1,0,2,3,0,10,7,0,5,0,0,1,0,0,0,6,2,0,0,0,2,0,0,3,1,0,0,5,1,0,3,3,6,0,3,0,68,22,0,2,1,6,0,0,0,9,0,1,6,0,1,1,1,0
Streptococcus_agalactiae_GB00900.mat,2,0,0,2,11,1,0,9,1,9,0,1,3,3,0,0,0,1,3,0,0,0,2,2,0,0,0,3,45,7,27,3,9,8,1,0,14,0,7,4,4,1,0,2,2,0,2,0,9,10,2,5,2,1,0,2,0,0,4,0,0,0,2,1,0,10,7,0,4,0,0,1,0,0,0,5,2,0,0,0,2,0,0,1,1,0,0,6,1,0,5,3,6,0,3,0,63,24,0,2,2,2,0,0,0,10,0,1,8,0,1,1,1,0
Streptococcus_agalactiae_GB00901.mat,3,0,0,2,10,1,0,10,3,9,0,1,3,3,0,0,0,1,3,0,0,0,2,2,0,0,0,2,41,7,27,2,8,7,0,0,19,0,6,2,4,1,0,2,2,0,2,0,9,9,2,5,3,1,0,2,0,0,5,0,0,0,2,1,0,10,8,0,4,0,0,2,0,0,0,7,2,0,2,0,2,0,0,1,1,0,0,6,1,0,4,3,6,0,3,0,63,20,0,2,1,2,0,0,0,12,0,1,6,0,1,1,1,0
Streptococcus_agalactiae_GB00904.mat,2,0,0,2,11,1,0,10,1,9,0,1,3,2,0,0,1,1,3,0,0,0,2,2,0,0,0,2,45,7,28,2,8,7,1,0,17,0,6,2,3,1,0,2,3,0,2,0,9,10,2,5,2,1,0,1,0,0,5,0,1,0,1,1,0,10,6,0,3,0,0,1,0,0,0,6,3,1,0,0,2,0,0,2,1,0,0,6,1,0,4,3,6,0,5,0,66,24,0,2,3,2,0,0,0,11,0,1,8,0,1,1,1,0
Streptococcus_agalactiae_GB00909.mat,3,0,0,2,11,2,0,10,1,9,0,1,3,4,0,0,0,1,2,0,0,0,2,2,0,0,0,3,45,6,26,2,9,6,0,0,19,0,5,3,3,1,0,2,3,0,2,0,9,7,2,6,3,1,0,0,0,0,5,0,1,0,0,1,0,11,7,0,3,0,0,2,0,0,0,7,3,0,0,0,2,0,0,0,1,0,0,5,1,0,4,3,6,0,4,0,64,22,0,2,2,5,0,0,0,9,0,1,6,0,1,1,1,0
Streptococcus_agalactiae_GB00911.mat,3,0,0,2,9,2,0,9,2,9,0,1,3,2,0,0,0,1,2,0,0,0,1,2,0,0,0,3,46,6,29,3,9,6,0,0,20,0,5,3,4,1,0,2,3,0,2,0,9,10,2,6,2,1,0,1,0,0,5,0,0,0,1,0,1,13,7,0,4,0,0,2,0,0,0,6,3,1,0,0,2,0,0,0,1,0,0,4,1,0,4,2,6,0,5,0,71,28,0,3,2,5,0,0,0,10,0,1,6,0,1,1,1,0
Streptococcus_agalactiae_GB00914.mat,2,0,0,2,12,1,0,9,1,9,0,1,3,3,0,0,0,1,2,0,0,0,2,2,0,0,0,3,48,7,26,3,8,6,1,0,17,0,6,4,3,1,0,2,3,0,2,0,9,7,1,5,2,1,0,1,0,0,5,0,1,0,1,1,0,11,6,0,4,0,0,2,0,0,0,5,3,1,0,0,3,0,0,0,1,0,0,8,1,0,3,3,6,0,6,0,66,24,0,2,2,5,0,0,0,13,0,1,7,0,0,1,1,0
Streptococcus_agalactiae_GB00919.mat,2,0,0,2,12,1,0,11,1,8,1,1,3,3,0,0,0,1,2,0,0,0,2,2,0,0,0,2,44,5,27,3,9,6,1,0,18,0,7,2,4,1,0,2,2,0,2,0,9,7,2,6,2,1,0,2,0,0,5,0,1,0,1,1,0,12,7,0,4,0,0,2,0,0,0,6,2,0,0,0,1,0,0,2,1,0,0,6,1,0,4,3,6,0,3,0,68,20,0,2,1,5,0,0,0,9,0,1,8,0,1,1,1,0
Streptococcus_agalactiae_GB00922.mat,3,0,0,2,9,1,0,9,2,8,1,1,3,3,0,0,1,1,2,0,0,0,2,2,1,0,0,3,49,5,27,2,7,7,1,0,17,0,5,2,3,1,0,2,3,0,2,0,10,10,1,5,2,1,0,2,0,0,4,0,1,0,1,1,0,11,5,0,4,0,0,1,0,0,0,5,2,0,0,0,1,0,0,2,1,0,0,4,1,0,4,3,7,0,5,0,70,22,0,1,2,4,0,0,0,11,0,2,7,0,1,1,1,0
Streptococcus_agalactiae_GB00923.mat,3,0,0,2,9,1,0,9,2,9,0,1,3,3,0,0,0,1,3,0,0,0,2,2,0,0,0,2,48,7,25,3,8,6,1,0,18,0,6,2,3,1,0,2,2,0,2,0,9,10,1,5,2,1,0,2,0,0,5,0,1,0,2,1,0,8,8,0,5,0,0,1,0,0,0,5,2,0,0,0,2,0,0,1,1,0,0,5,1,0,4,3,6,0,4,0,64,22,0,2,1,1,0,0,0,10,0,1,7,0,1,1,1,0
Streptococcus_agalactiae_GB00924.mat,3,0,0,2,11,1,0,4,2,9,0,1,3,3,0,0,0,1,2,0,0,0,3,2,1,0,0,2,42,6,27,3,8,8,0,0,17,0,6,2,4,1,0,2,2,0,2,0,9,9,1,5,2,1,0,1,0,0,4,0,1,0,1,1,0,8,6,0,5,0,0,1,0,0,0,4,3,0,0,0,1,0,0,2,1,0,0,7,1,0,4,3,7,0,3,0,59,29,0,2,1,2,0,0,0,11,0,1,8,0,1,1,1,0
Streptococcus_agalactiae_GB00929.mat,3,0,0,2,10,1,0,9,2,9,0,1,3,4,0,0,0,1,3,0,0,0,3,2,0,0,0,2,43,7,25,3,8,8,0,0,16,0,7,2,3,1,0,2,2,0,2,0,9,10,1,5,2,1,0,1,0,0,4,0,1,0,2,1,0,9,7,0,4,0,0,1,0,0,0,5,2,0,0,0,2,0,0,1,1,0,0,5,1,0,4,3,6,0,4,0,65,22,0,2,2,2,0,0,0,10,0,1,7,0,1,1,1,0
Streptococcus_agalactiae_GB00932.mat,3,0,0,2,9,1,0,9,2,8,1,1,3,1,0,0,0,1,2,0,1,0,3,2,0,0,0,3,43,6,28,3,7,6,1,0,15,0,6,3,4,1,0,2,3,0,2,0,9,10,1,5,2,1,0,1,0,0,6,0,1,0,1,1,0,8,7,0,5,0,0,1,0,0,0,5,3,1,0,0,2,0,0,2,1,0,0,6,1,0,4,3,6,0,5,0,63,30,0,2,1,1,0,0,0,10,0,1,6,0,0,1,1,0
Streptococcus_agalactiae_GB00933.mat,2,0,0,2,9,1,0,9,2,9,0,1,3,3,0,0,0,1,2,0,0,0,1,2,0,0,0,3,46,6,29,2,9,7,1,0,15,0,5,3,4,1,0,2,2,0,2,0,9,10,1,6,2,1,0,2,0,0,6,0,0,0,1,0,0,13,7,0,4,0,0,2,0,0,0,6,3,1,0,0,3,0,0,1,1,0,0,7,1,0,2,3,6,0,5,0,68,32,0,2,2,5,0,0,0,10,0,1,7,0,0,1,1,0
Streptococcus_agalactiae_GB00954.mat,3,0,0,2,9,1,0,10,2,5,0,1,3,3,0,0,0,1,2,0,0,0,2,2,1,0,0,2,42,7,26,2,8,9,0,0,19,0,5,1,3,1,0,2,3,0,2,0,9,10,1,6,3,1,0,0,0,0,6,0,1,0,2,0,0,11,8,0,3,0,0,1,0,0,0,6,2,1,0,0,2,0,0,1,1,0,0,5,1,0,3,3,7,0,5,0,58,22,0,3,2,2,0,0,0,11,0,1,8,0,0,1,1,0
Streptococcus_agalactiae_GB00955.mat,3,0,0,2,9,1,0,5,2,5,0,1,3,3,0,0,0,1,2,0,0,0,2,2,0,0,0,2,44,6,27,3,8,9,1,0,18,0,5,1,3,1,0,2,2,0,2,0,9,8,2,5,2,1,0,2,0,0,4,0,0,0,2,1,0,8,7,0,11,0,0,1,0,0,0,6,2,0,0,0,2,0,0,2,1,0,0,5,1,0,4,3,7,0,4,0,56,24,0,3,1,2,0,0,0,10,0,1,6,0,0,1,1,0
Streptococcus_agalactiae_GB00963.mat,3,0,0,2,9,1,0,4,3,9,0,1,3,2,0,0,0,1,2,0,0,0,2,2,0,0,0,2,47,6,27,3,8,8,0,0,19,0,6,3,3,1,0,2,3,0,2,0,11,10,1,6,2,1,0,1,0,0,5,0,1,0,2,0,0,11,7,0,4,0,0,1,0,0,0,4,4,1,0,0,2,0,0,1,1,0,0,6,1,0,3,3,7,0,4,0,67,20,0,3,2,2,0,0,0,11,0,1,7,0,0,1,1,0
