Model,No_of_new_rxns,No_of_rxns_with_ec_numbers_from_clean
Enterococcus_faecium_TX1330,410,63
Enterococcus_faecium_U0317,454,61
Enterococcus_faecium_UAA1007,372,70
Enterococcus_faecium_UAA1019,377,71
Enterococcus_faecium_UAA1022,363,70
Enterococcus_faecium_UAA1023,360,62
Enterococcus_faecium_UAA1024,342,71
Enterococcus_faecium_UAA1025,362,71
Enterococcus_faecium_UAA1280,372,71
Enterococcus_faecium_UAA1433,366,69
Enterococcus_faecium_UAA1484,389,72
Enterococcus_faecium_UAA210,367,67
Enterococcus_faecium_UAA407,375,67
Enterococcus_faecium_UAA430,368,69
Enterococcus_faecium_UAA431,365,71
Enterococcus_faecium_UAA714,359,71
Enterococcus_faecium_UAA715,365,72
Enterococcus_faecium_UAA716,363,68
Enterococcus_faecium_UAA718,360,74
Enterococcus_faecium_UAA719,364,72
Enterococcus_faecium_UAA720,375,67
Enterococcus_faecium_UAA721,348,68
Enterococcus_faecium_UAA722,394,76
Enterococcus_faecium_UAA723,382,72
Enterococcus_faecium_UAA724,374,72
Enterococcus_faecium_UAA725,355,70
Enterococcus_faecium_UAA825,385,70
Enterococcus_faecium_UAA909,352,74
Enterococcus_faecium_UAA910,380,73
Enterococcus_faecium_UAA911,384,73
Enterococcus_faecium_UAA944,380,77
Enterococcus_faecium_UAA945,377,76
Enterococcus_faecium_UAA947,369,67
Enterococcus_faecium_UAA949,369,70
Enterococcus_faecium_UAA950,339,73
Enterococcus_faecium_UAA951,334,71
Enterococcus_faecium_UAA952,390,71
Enterococcus_faecium_UC7251,470,62
Enterococcus_faecium_VAN_219,372,69
Enterococcus_faecium_VAN_222,362,69
Enterococcus_faecium_VAN_327,390,69
Enterococcus_faecium_VAN_332,366,69
Enterococcus_faecium_VAN_335,386,74
Enterococcus_faecium_VAN_342,358,68
Enterococcus_faecium_VAN_345,365,72
Enterococcus_faecium_VAN_476,358,70
Enterococcus_faecium_VRE_108,394,71
Enterococcus_faecium_VRE_110,374,72
Enterococcus_faecium_VRE_13,385,71
Enterococcus_faecium_VRE_84,392,73
Enterococcus_gallinarum_EG2,433,105
Enterococcus_gilvus_ATCC_BAA_350,398,108
Enterococcus_gilvus_CR1,398,107
Enterococcus_hirae_ATCC_9790,396,73
Enterococcus_massiliensis_DSM_100308,478,114
Enterococcus_mundtii_ATCC_882,355,72
Enterococcus_mundtii_CRL35,314,71
Enterococcus_mundtii_QU_25,319,78
Enterococcus_mundtii_crl1656,315,76
Enterococcus_pallens_ATCC_BAA_351,401,103
Enterococcus_pallens_DSM_15690,400,102
Enterococcus_phoeniculicola_ATCC_BAA_412,467,99
Enterococcus_raffinosus_ATCC_49464,406,102
Enterococcus_raffinosus_DSM_5633,397,98
Enterococcus_raffinosus_NBRC_100492,380,97
Enterococcus_saccharolyticus_30_1,534,103
Enterococcus_saccharolyticus_ATCC_43076,498,96
Enterococcus_saccharolyticus_DSM8903,405,106
Enterococcus_sp_7L76,403,101
Enterococcus_sp_C1,408,101
Enterococcus_sp_GMD2E,366,66
Enterococcus_sp_GMD3E,371,76
Enterococcus_sp_GMD4E,380,76
Enterococcus_sp_GMD5E,373,60
Enterorhabdus_caecimuris_B7,392,70
Enterorhabdus_mucosicola_DSM_19490,392,80
Eremococcus_coleocola_ACS_139_V_Col8,412,88
Erwinia_psidii_IBSBF_435,343,99
Erwinia_rhapontici_BIGb0435,346,99
Erysipelothrix_rhusiopathiae_ATCC_19414,444,93
Erysipelothrix_rhusiopathiae_SY1027,454,98
Erysipelothrix_rhusiopathiae_str_Fujisawa,456,95
Erysipelotrichaceae_bacterium_21_3,444,119
Erysipelotrichaceae_bacterium_2_2_44A,424,118
Erysipelotrichaceae_bacterium_5_2_54FAA,413,92
Erysipelotrichaceae_bacterium_6_1_45,434,123
Erysipelotrichaceae_bacterium_I46,424,118
Erysipelotrichaceae_bacterium_sp_3_1_53,468,98
Escherichia_albertii_EC06_170,387,87
Escherichia_albertii_KF1,363,44
Escherichia_albertii_TW07627,410,86
Escherichia_albertii_TW11588,369,94
Escherichia_coli_042,420,81
Escherichia_coli_07798,419,82
Escherichia_coli_09BKT078844,450,88
Escherichia_coli_0_1288,450,84
Escherichia_coli_0_1304,430,81
Escherichia_coli_101_1,446,91
Escherichia_coli_10_0821,449,85
Escherichia_coli_10_0833,448,85
Escherichia_coli_10_0869,471,90
Escherichia_coli_1357,371,89
Escherichia_coli_174750,444,86
Escherichia_coli_174900,457,85
Escherichia_coli_178900,439,91
Escherichia_coli_179100,425,84
Escherichia_coli_179550,435,81
Escherichia_coli_180050,430,85
Escherichia_coli_180200,453,85
Escherichia_coli_180600,436,68
Escherichia_coli_1827_70,438,79
Escherichia_coli_199900_1,445,81
Escherichia_coli_1_2264,441,89
Escherichia_coli_1_2741,425,82
Escherichia_coli_201600_1,447,86
Escherichia_coli_2362_75,439,84
Escherichia_coli_2534_86,443,88
Escherichia_coli_2719100,459,91
Escherichia_coli_2720900,441,86
Escherichia_coli_2722950,430,82
Escherichia_coli_2726800,437,83
Escherichia_coli_2726950,450,80
Escherichia_coli_2729250,444,81
Escherichia_coli_2730350,443,80
Escherichia_coli_2730450,431,78
Escherichia_coli_2731150,417,81
Escherichia_coli_2733950,431,83
Escherichia_coli_2735000,450,85
Escherichia_coli_2741950,449,57
Escherichia_coli_2747800,427,89
Escherichia_coli_2749250,437,88
Escherichia_coli_2756500,455,86
Escherichia_coli_2762100,432,82
Escherichia_coli_2770900,460,82
Escherichia_coli_2780750,454,85
Escherichia_coli_2785200,453,81
Escherichia_coli_2788150,441,82
Escherichia_coli_2845350,419,79
Escherichia_coli_2845650,431,86
Escherichia_coli_2846750,428,83
Escherichia_coli_2848050,427,83
Escherichia_coli_2850400,426,83
Escherichia_coli_2850750,448,82
Escherichia_coli_2851500,439,79
Escherichia_coli_2853500,441,87
Escherichia_coli_2854350,418,81
Escherichia_coli_2860050,455,83
Escherichia_coli_2860650,427,81
Escherichia_coli_2861200,439,78
Escherichia_coli_2862600,406,82
Escherichia_coli_2864350,427,81
Escherichia_coli_2865200,464,81
Escherichia_coli_2866350,433,81
Escherichia_coli_2866450,449,89
Escherichia_coli_2866550,420,86
Escherichia_coli_2866750,448,84
Escherichia_coli_2867750,438,83
Escherichia_coli_2871950,438,83
Escherichia_coli_2872000,436,81
Escherichia_coli_2872800,444,83
Escherichia_coli_2875000,435,86
Escherichia_coli_2875150,444,83
Escherichia_coli_2_3916,454,90
Escherichia_coli_2_4168,438,83
Escherichia_coli_3003,426,80
Escherichia_coli_3006,441,86
Escherichia_coli_3431,422,76
Escherichia_coli_3_2303,438,80
Escherichia_coli_3_2608,439,82
Escherichia_coli_3_3884,441,84
Escherichia_coli_3_4870,416,84
Escherichia_coli_4_0522,411,82
Escherichia_coli_4_0967,426,84
Escherichia_coli_4_1_47FAA,412,96
Escherichia_coli_53638,444,84
Escherichia_coli_536A,392,88
Escherichia_coli_536,416,84
Escherichia_coli_5412,442,86
Escherichia_coli_541_15,441,82
Escherichia_coli_541_1,427,79
Escherichia_coli_55989,429,83
Escherichia_coli_5905,446,89
Escherichia_coli_5_0588,439,89
Escherichia_coli_5_0959,416,79
Escherichia_coli_5_2239,433,57
Escherichia_coli_6_0172,471,91
Escherichia_coli_75,450,80
Escherichia_coli_7_1982,446,84
Escherichia_coli_83972,424,85
Escherichia_coli_88_0221,434,80
Escherichia_coli_88_1042,458,87
Escherichia_coli_88_1467,441,88
Escherichia_coli_89_0511,449,87
Escherichia_coli_8_0416,456,90
Escherichia_coli_8_0566,453,87
Escherichia_coli_8_0569,446,87
Escherichia_coli_8_0586,447,88
Escherichia_coli_8_2524,432,81
Escherichia_coli_900105_10e,451,88
Escherichia_coli_90_0039,457,87
Escherichia_coli_90_0091,433,86
Escherichia_coli_90_2281,445,89
Escherichia_coli_93_001,450,86
Escherichia_coli_93_0055,447,89
Escherichia_coli_93_0056,438,85
Escherichia_coli_93_0624,444,84
Escherichia_coli_94_0618,455,92
Escherichia_coli_95_0083,462,87
Escherichia_coli_95_0183,451,87
Escherichia_coli_95_0941,438,85
Escherichia_coli_95_0943,442,87
Escherichia_coli_95_1288,459,89
Escherichia_coli_96_0107,434,84
Escherichia_coli_96_0109,440,84
Escherichia_coli_96_0427,443,89
Escherichia_coli_96_0428,447,87
Escherichia_coli_96_0497,451,86
Escherichia_coli_96_0932,456,86
Escherichia_coli_96_0939,460,86
Escherichia_coli_96_154,431,84
Escherichia_coli_97_0003,444,84
Escherichia_coli_97_0007,424,80
Escherichia_coli_97_0010,445,85
Escherichia_coli_97_0246,449,83
Escherichia_coli_97_0259,434,91
Escherichia_coli_97_0264,427,79
Escherichia_coli_99_0670,452,85
Escherichia_coli_99_0672,461,84
Escherichia_coli_99_0678,406,81
Escherichia_coli_99_0713,447,82
Escherichia_coli_99_0741,440,85
Escherichia_coli_99_0814,436,77
Escherichia_coli_99_0815,429,84
Escherichia_coli_99_0816,459,86
Escherichia_coli_99_0839,443,83
Escherichia_coli_99_0848,436,87
Escherichia_coli_99_1753,450,87
Escherichia_coli_99_1762,448,82
Escherichia_coli_99_1775,465,87
Escherichia_coli_99_1781,439,85
Escherichia_coli_99_1805,446,84
Escherichia_coli_9_0111,437,84
Escherichia_coli_9_1649,435,83
Escherichia_coli_AA86,429,82
Escherichia_coli_ABU_83972,437,86
Escherichia_coli_AD30,453,88
Escherichia_coli_AI27,422,71
Escherichia_coli_APEC_O1,421,76
Escherichia_coli_APEC_O78,424,80
Escherichia_coli_ARS4_2123,428,83
Escherichia_coli_ATCC_25922,406,82
Escherichia_coli_ATCC_700728,455,86
Escherichia_coli_ATCC_8739,436,81
Escherichia_coli_B088,438,87
Escherichia_coli_B093,446,85
Escherichia_coli_B171,447,89
Escherichia_coli_B185,422,90
Escherichia_coli_B354,428,86
Escherichia_coli_B41,414,83
Escherichia_coli_B799,426,85
Escherichia_coli_B7A,455,79
Escherichia_coli_BCE001_MS16,428,86
Escherichia_coli_BCE002_MS12,432,84
Escherichia_coli_BCE006_MS_23,433,80
Escherichia_coli_BCE007_MS_11,459,86
Escherichia_coli_BCE008_MS_13,411,81
Escherichia_coli_BCE011_MS_01,440,86
Escherichia_coli_BCE019_MS_13,439,82
Escherichia_coli_BCE030_MS_09,413,83
Escherichia_coli_BCE032_MS_12,425,82
Escherichia_coli_BCE034_MS_14,460,82
Escherichia_coli_BL21DE3,442,83
Escherichia_coli_BL21,406,81
Escherichia_coli_BW25113,401,79
Escherichia_coli_BW2952,415,80
Escherichia_coli_B_str_REL606,454,87
Escherichia_coli_C639_08,420,76
Escherichia_coli_C844_97,408,84
Escherichia_coli_CB7326,444,85
Escherichia_coli_CUMT8,428,80
Escherichia_coli_C_34666,439,83
Escherichia_coli_D9,366,85
Escherichia_coli_DEC10A,459,82
Escherichia_coli_DEC10B,451,94
Escherichia_coli_DEC10C,450,101
Escherichia_coli_DEC10D,455,97
Escherichia_coli_DEC10E,439,81
Escherichia_coli_DEC10F,443,87
Escherichia_coli_DEC11A,456,88
Escherichia_coli_DEC11B,445,83
Escherichia_coli_DEC11C,444,84
Escherichia_coli_DEC11D,450,84
Escherichia_coli_DEC11E,430,92
Escherichia_coli_DEC12A,439,85
Escherichia_coli_DEC12B,446,80
Escherichia_coli_DEC12C,458,97
Escherichia_coli_DEC12D,423,86
Escherichia_coli_DEC12E,441,85
Escherichia_coli_DEC13A,456,84
Escherichia_coli_DEC13B,427,86
Escherichia_coli_DEC13C,451,86
Escherichia_coli_DEC13D,428,83
Escherichia_coli_DEC13E,446,82
Escherichia_coli_DEC14A,452,93
Escherichia_coli_DEC14B,452,84
Escherichia_coli_DEC14C,460,85
Escherichia_coli_DEC14D,452,89
Escherichia_coli_DEC15A,443,85
Escherichia_coli_DEC15B,446,84
Escherichia_coli_DEC15C,418,80
Escherichia_coli_DEC15D,431,82
Escherichia_coli_DEC15E,450,84
Escherichia_coli_DEC1A,450,80
Escherichia_coli_DEC1B,429,85
Escherichia_coli_DEC1C,426,84
Escherichia_coli_DEC1D,449,86
Escherichia_coli_DEC1E,454,84
Escherichia_coli_DEC2A,444,89
Escherichia_coli_DEC2B,438,82
Escherichia_coli_DEC2C,456,84
Escherichia_coli_DEC2D,439,78
Escherichia_coli_DEC2E,442,84
Escherichia_coli_DEC3A,447,87
Escherichia_coli_DEC3B,445,85
Escherichia_coli_DEC3C,438,82
Escherichia_coli_DEC3D,453,86
Escherichia_coli_DEC3E,454,97
Escherichia_coli_DEC3F,436,86
Escherichia_coli_DEC4A,458,82
Escherichia_coli_DEC4B,441,88
Escherichia_coli_DEC4C,430,81
Escherichia_coli_DEC4D,436,83
Escherichia_coli_DEC4E,451,84
Escherichia_coli_DEC4F,432,82
Escherichia_coli_DEC5A,450,85
Escherichia_coli_DEC5B,452,87
Escherichia_coli_DEC5C,454,84
Escherichia_coli_DEC5D,455,81
Escherichia_coli_DEC5E,426,80
Escherichia_coli_DEC6A,449,82
Escherichia_coli_DEC6B,457,89
Escherichia_coli_DEC6C,461,88
Escherichia_coli_DEC6D,471,84
Escherichia_coli_DEC6E,453,85
Escherichia_coli_DEC7A,466,93
Escherichia_coli_DEC7B,416,89
Escherichia_coli_DEC7C,452,93
Escherichia_coli_DEC7D,447,85
Escherichia_coli_DEC7E,453,86
Escherichia_coli_DEC8A,439,80
Escherichia_coli_DEC8B,446,83
Escherichia_coli_DEC8C,429,80
Escherichia_coli_DEC8D,437,83
Escherichia_coli_DEC8E,431,90
Escherichia_coli_DEC9A,460,94
Escherichia_coli_DEC9B,410,82
Escherichia_coli_DEC9C,454,89
Escherichia_coli_DEC9D,424,91
Escherichia_coli_DEC9E,439,83
Escherichia_coli_DH1,442,86
Escherichia_coli_E101,428,86
Escherichia_coli_E110019,456,88
Escherichia_coli_E1167,430,84
Escherichia_coli_E128010,441,86
Escherichia_coli_E1520,429,78
Escherichia_coli_E22,454,80
Escherichia_coli_E2348_69,421,82
Escherichia_coli_E24377A,430,84
Escherichia_coli_E482,453,81
Escherichia_coli_EC1734,469,88
Escherichia_coli_EC1735,449,88
Escherichia_coli_EC1736,433,84
Escherichia_coli_EC1737,438,84
Escherichia_coli_EC1738,445,86
Escherichia_coli_EC1845,444,93
Escherichia_coli_EC1847,445,87
Escherichia_coli_EC1848,432,82
Escherichia_coli_EC1849,439,87
Escherichia_coli_EC1850,435,83
Escherichia_coli_EC1856,448,86
Escherichia_coli_EC1862,437,83
Escherichia_coli_EC1863,443,85
Escherichia_coli_EC1864,457,87
Escherichia_coli_EC1865,436,86
Escherichia_coli_EC1866,444,87
Escherichia_coli_EC1869,438,82
Escherichia_coli_EC1870,443,87
Escherichia_coli_EC302_04,448,89
Escherichia_coli_EC4013,456,86
Escherichia_coli_EC4100B,449,85
Escherichia_coli_EC4196,441,85
Escherichia_coli_EC4203,445,89
Escherichia_coli_EC4402,453,84
Escherichia_coli_EC4421,452,87
Escherichia_coli_EC4422,450,88
Escherichia_coli_EC4436,453,87
Escherichia_coli_EC4437,441,39
Escherichia_coli_EC4439,451,88
Escherichia_coli_EC4448,444,90
Escherichia_coli_ED1a,457,95
Escherichia_coli_EPEC_C342_62,443,83
Escherichia_coli_EPECa12,436,95
Escherichia_coli_EPECa14,449,85
Escherichia_coli_ETEC_H10407,451,96
Escherichia_coli_Envira_10_1,447,81
Escherichia_coli_Envira_8_11,434,84
Escherichia_coli_F11,446,81
Escherichia_coli_FDA504,464,85
Escherichia_coli_FDA505,455,85
Escherichia_coli_FDA506,464,85
Escherichia_coli_FDA507,443,83
Escherichia_coli_FDA517,459,88
Escherichia_coli_FDAARGOS_170,385,79
Escherichia_coli_FRIK1985,449,85
Escherichia_coli_FRIK1990,460,79
Escherichia_coli_FRIK1996,436,82
Escherichia_coli_FRIK1997,446,85
Escherichia_coli_FRIK1999,463,90
Escherichia_coli_FRIK2001,437,84
Escherichia_coli_FRIK523,454,90
Escherichia_coli_FRIK920,443,88
Escherichia_coli_FVEC1302,413,77
Escherichia_coli_FVEC1412,419,81
Escherichia_coli_G58_1,442,81
Escherichia_coli_H120,436,87
Escherichia_coli_H252,431,81
Escherichia_coli_H263,419,81
Escherichia_coli_H299,435,85
Escherichia_coli_H30,438,89
Escherichia_coli_H397,406,80
Escherichia_coli_H489,457,84
Escherichia_coli_H494,422,86
Escherichia_coli_H591,459,85
Escherichia_coli_H730,449,84
Escherichia_coli_H736,481,96
Escherichia_coli_HM26,433,88
Escherichia_coli_HM27,422,78
Escherichia_coli_HM46,441,86
Escherichia_coli_HM605,437,90
Escherichia_coli_HM65,430,81
Escherichia_coli_HS,447,87
Escherichia_coli_IAI1,435,93
Escherichia_coli_IAI39,421,80
Escherichia_coli_IHE3034,420,82
Escherichia_coli_IMT2125,388,89
Escherichia_coli_J53,446,85
Escherichia_coli_JB1_95,450,91
Escherichia_coli_Jurua_18_11,444,89
Escherichia_coli_Jurua_20_10,441,83
Escherichia_coli_KD2,448,83
Escherichia_coli_KTE100,442,86
Escherichia_coli_KTE101,436,82
Escherichia_coli_KTE102,452,85
Escherichia_coli_KTE103,450,84
Escherichia_coli_KTE104,429,76
Escherichia_coli_KTE105,446,82
Escherichia_coli_KTE106,446,83
Escherichia_coli_KTE107,428,84
Escherichia_coli_KTE108,449,82
Escherichia_coli_KTE109,419,82
Escherichia_coli_KTE10,446,90
Escherichia_coli_KTE111,437,80
Escherichia_coli_KTE112,432,84
Escherichia_coli_KTE113,433,79
Escherichia_coli_KTE114,381,96
Escherichia_coli_KTE115,450,83
Escherichia_coli_KTE116,434,85
Escherichia_coli_KTE117,431,80
Escherichia_coli_KTE118,409,81
Escherichia_coli_KTE119,449,83
Escherichia_coli_KTE11,393,99
Escherichia_coli_KTE120,441,84
Escherichia_coli_KTE121,455,83
Escherichia_coli_KTE122,446,81
Escherichia_coli_KTE123,417,17
Escherichia_coli_KTE124,413,83
Escherichia_coli_KTE125,450,85
Escherichia_coli_KTE126,428,85
Escherichia_coli_KTE127,403,80
Escherichia_coli_KTE128,452,80
Escherichia_coli_KTE129,428,82
Escherichia_coli_KTE12,439,86
Escherichia_coli_KTE130,439,84
Escherichia_coli_KTE131,430,81
Escherichia_coli_KTE132,422,84
Escherichia_coli_KTE133,430,86
Escherichia_coli_KTE134,429,83
Escherichia_coli_KTE135,458,83
Escherichia_coli_KTE136,448,86
Escherichia_coli_KTE137,425,85
Escherichia_coli_KTE138,425,82
Escherichia_coli_KTE139,427,83
Escherichia_coli_KTE13,434,84
Escherichia_coli_KTE140,449,84
Escherichia_coli_KTE141,425,85
Escherichia_coli_KTE142,441,83
Escherichia_coli_KTE143,449,85
Escherichia_coli_KTE144,451,87
Escherichia_coli_KTE145,455,87
Escherichia_coli_KTE146,423,83
Escherichia_coli_KTE147,459,91
Escherichia_coli_KTE148,435,76
Escherichia_coli_KTE14,440,85
Escherichia_coli_KTE150,433,85
Escherichia_coli_KTE153,413,84
Escherichia_coli_KTE154,437,83
Escherichia_coli_KTE155,456,82
Escherichia_coli_KTE156,465,88
Escherichia_coli_KTE157,434,80
Escherichia_coli_KTE158,414,79
Escherichia_coli_KTE159,402,103
Escherichia_coli_KTE15,454,55
Escherichia_coli_KTE160,414,84
Escherichia_coli_KTE161,427,85
Escherichia_coli_KTE162,398,80
Escherichia_coli_KTE163,441,78
Escherichia_coli_KTE165,444,83
Escherichia_coli_KTE166,424,82
Escherichia_coli_KTE167,406,83
Escherichia_coli_KTE168,426,85
Escherichia_coli_KTE169,420,82
Escherichia_coli_KTE16,440,84
Escherichia_coli_KTE170,439,80
Escherichia_coli_KTE171,463,84
Escherichia_coli_KTE172,393,101
Escherichia_coli_KTE173,421,82
Escherichia_coli_KTE174,410,86
Escherichia_coli_KTE175,382,79
Escherichia_coli_KTE176,420,82
Escherichia_coli_KTE177,421,79
Escherichia_coli_KTE178,390,90
Escherichia_coli_KTE179,413,80
Escherichia_coli_KTE17,449,82
Escherichia_coli_KTE180,425,80
Escherichia_coli_KTE181,436,82
Escherichia_coli_KTE182,426,78
Escherichia_coli_KTE183,429,82
Escherichia_coli_KTE184,439,85
Escherichia_coli_KTE185,432,82
Escherichia_coli_KTE186,433,82
Escherichia_coli_KTE187,431,83
Escherichia_coli_KTE188,425,80
Escherichia_coli_KTE189,426,74
Escherichia_coli_KTE18,421,77
Escherichia_coli_KTE190,423,83
Escherichia_coli_KTE191,426,79
Escherichia_coli_KTE192,449,82
Escherichia_coli_KTE193,436,86
Escherichia_coli_KTE194,433,83
Escherichia_coli_KTE195,429,78
Escherichia_coli_KTE196,435,80
Escherichia_coli_KTE197,449,81
Escherichia_coli_KTE198,458,89
Escherichia_coli_KTE199,449,87
Escherichia_coli_KTE19,447,80
Escherichia_coli_KTE1,443,83
Escherichia_coli_KTE200,405,80
Escherichia_coli_KTE201,428,82
Escherichia_coli_KTE202,436,80
Escherichia_coli_KTE203,444,84
Escherichia_coli_KTE204,431,84
Escherichia_coli_KTE205,414,83
Escherichia_coli_KTE206,434,85
Escherichia_coli_KTE207,426,80
Escherichia_coli_KTE208,434,79
Escherichia_coli_KTE209,405,74
Escherichia_coli_KTE20,447,85
Escherichia_coli_KTE210,431,78
Escherichia_coli_KTE211,429,83
Escherichia_coli_KTE212,458,79
Escherichia_coli_KTE213,437,82
Escherichia_coli_KTE214,444,82
Escherichia_coli_KTE215,418,79
Escherichia_coli_KTE216,420,84
Escherichia_coli_KTE217,417,81
Escherichia_coli_KTE218,427,83
Escherichia_coli_KTE219,413,82
Escherichia_coli_KTE21,447,80
Escherichia_coli_KTE220,415,83
Escherichia_coli_KTE221,420,83
Escherichia_coli_KTE222,445,83
Escherichia_coli_KTE223,414,81
Escherichia_coli_KTE224,436,86
Escherichia_coli_KTE225,437,83
Escherichia_coli_KTE226,412,79
Escherichia_coli_KTE227,418,81
Escherichia_coli_KTE228,404,78
Escherichia_coli_KTE229,419,83
Escherichia_coli_KTE22,426,83
Escherichia_coli_KTE230,437,81
Escherichia_coli_KTE231,444,82
Escherichia_coli_KTE232,461,81
Escherichia_coli_KTE233,445,84
Escherichia_coli_KTE234,435,84
Escherichia_coli_KTE235,431,84
Escherichia_coli_KTE236,466,91
Escherichia_coli_KTE237,461,87
Escherichia_coli_KTE23,423,88
Escherichia_coli_KTE240,433,82
Escherichia_coli_KTE24,442,89
Escherichia_coli_KTE25,395,79
Escherichia_coli_KTE26,412,79
Escherichia_coli_KTE27,433,83
Escherichia_coli_KTE28,431,85
Escherichia_coli_KTE29,425,81
Escherichia_coli_KTE2,427,81
Escherichia_coli_KTE31,371,94
Escherichia_coli_KTE33,465,85
Escherichia_coli_KTE34,452,86
Escherichia_coli_KTE35,421,83
Escherichia_coli_KTE36,437,84
Escherichia_coli_KTE37,444,86
Escherichia_coli_KTE38,421,86
Escherichia_coli_KTE39,428,79
Escherichia_coli_KTE3,426,85
Escherichia_coli_KTE40,450,82
Escherichia_coli_KTE41,400,90
Escherichia_coli_KTE42,447,87
Escherichia_coli_KTE43,432,85
Escherichia_coli_KTE44,450,91
Escherichia_coli_KTE45,455,86
Escherichia_coli_KTE46,429,83
Escherichia_coli_KTE47,429,79
Escherichia_coli_KTE48,437,79
Escherichia_coli_KTE49,441,80
Escherichia_coli_KTE4,395,77
Escherichia_coli_KTE50,466,87
Escherichia_coli_KTE51,432,84
Escherichia_coli_KTE53,438,85
Escherichia_coli_KTE54,447,83
Escherichia_coli_KTE55,431,80
Escherichia_coli_KTE56,428,89
Escherichia_coli_KTE57,421,61
Escherichia_coli_KTE58,422,81
Escherichia_coli_KTE59,411,79
Escherichia_coli_KTE5,412,85
Escherichia_coli_KTE60,420,82
Escherichia_coli_KTE61,443,81
Escherichia_coli_KTE62,452,85
Escherichia_coli_KTE63,416,82
Escherichia_coli_KTE64,444,84
Escherichia_coli_KTE65,399,38
Escherichia_coli_KTE66,425,91
Escherichia_coli_KTE67,428,83
Escherichia_coli_KTE68,431,79
Escherichia_coli_KTE69,444,85
Escherichia_coli_KTE6,433,81
Escherichia_coli_KTE70,448,86
Escherichia_coli_KTE71,447,90
Escherichia_coli_KTE72,440,83
Escherichia_coli_KTE73,450,80
Escherichia_coli_KTE74,454,87
Escherichia_coli_KTE75,413,86
Escherichia_coli_KTE76,446,86
Escherichia_coli_KTE77,435,83
Escherichia_coli_KTE78,442,90
Escherichia_coli_KTE79,443,85
Escherichia_coli_KTE7,408,80
Escherichia_coli_KTE80,436,83
Escherichia_coli_KTE81,455,83
Escherichia_coli_KTE82,430,86
Escherichia_coli_KTE83,408,79
Escherichia_coli_KTE84,420,80
Escherichia_coli_KTE85,407,77
Escherichia_coli_KTE86,428,84
Escherichia_coli_KTE87,416,83
Escherichia_coli_KTE88,429,83
Escherichia_coli_KTE89,439,79
Escherichia_coli_KTE8,415,81
Escherichia_coli_KTE90,436,83
Escherichia_coli_KTE91,426,82
Escherichia_coli_KTE93,427,80
